Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-03 10:30:00-04:00,72.66500091552734,73.17970275878906,72.18000030517578,73.0999984741211,4006943,305.54998779296875,306.44000244140625,303.8999938964844,304.2149963378906,9512430,586.7899780273438,594.780029296875,582.6400146484375,594.239990234375,3485835,285.739990234375,286.57000732421875,283.8500061035156,285.7699890136719,12434880,367.4599914550781,372.625,366.4104919433594,372.29058837890625,2940593
2026-08-03 11:30:00-04:00,73.1050033569336,73.2699966430664,72.69000244140625,72.87999725341797,2731045,304.2149963378906,306.3599853515625,302.55999755859375,306.3599853515625,8017561,594.1799926757812,596.9299926757812,591.5706176757812,595.594970703125,2314798,285.7850036621094,286.40960693359375,284.0350036621094,284.5,8065237,372.3399963378906,375.2699890136719,372.1600036621094,374.6099853515625,3164532
2026-08-03 12:30:00-04:00,72.88500213623047,72.98999786376953,72.77020263671875,72.97010040283203,2247688,306.3500061035156,307.5400085449219,305.8999938964844,307.2250061035156,6899047,595.6599731445312,597.52001953125,590.7999877929688,593.844970703125,1687341,284.5,285.5199890136719,283.6304016113281,284.67999267578125,4802454,374.614990234375,376.0899963378906,373.3399963378906,373.7401123046875,1857914
2026-08-03 13:30:00-04:00,72.97100067138672,73.05000305175781,72.6449966430664,72.67500305175781,2587029,307.2250061035156,307.2300109863281,305.5,305.5202941894531,4746952,593.8812866210938,593.8812866210938,589.02001953125,590.6798706054688,1450284,284.6600036621094,284.67999267578125,282.4849853515625,282.9100036621094,5063978,373.739990234375,374.1199951171875,372.4400939941406,372.57000732421875,1736149
2026-08-03 14:30:00-04:00,72.67500305175781,73.05500030517578,72.58999633789062,73.04499816894531,3257180,305.5299987792969,305.9700012207031,304.79998779296875,305.0450134277344,5628929,590.5850219726562,594.2000122070312,589.719970703125,593.6849975585938,1454450,282.8999938964844,284.7099914550781,282.4165954589844,284.635009765625,6436563,372.60400390625,374.4800109863281,372.4200134277344,373.1805114746094,1911034
2026-08-03 15:30:00-04:00,73.04000091552734,73.3499984741211,73.01000213623047,73.31999969482422,4174165,305.0450134277344,305.0799865722656,302.67999267578125,303.2699890136719,10186067,593.7000122070312,594.1699829101562,589.8499755859375,590.530029296875,2038723,284.6499938964844,285.8999938964844,283.70001220703125,284.0199890136719,8040402,373.1805114746094,373.57000732421875,371.9150085449219,372.4700012207031,3718109
2026-08-04 09:30:00-04:00,72.44999694824219,73.58499908447266,72.30000305175781,73.56999969482422,7263045,303.7900085449219,307.1400146484375,302.45001220703125,306.80999755859375,16371244,581.1649780273438,586.3699951171875,579.9500122070312,583.6599731445312,4047840,276.05999755859375,281.07000732421875,275.82000732421875,277.5899963378906,20241867,368.75,375.9200134277344,367.8900146484375,374.8572998046875,5251010
2026-08-04 10:30:00-04:00,73.55999755859375,73.74500274658203,72.88500213623047,73.07499694824219,4553368,306.8599853515625,306.89990234375,305.2250061035156,305.67388916015625,5755639,583.6199951171875,584.6900024414062,581.0499877929688,583.2249755859375,2024173,277.5899963378906,279.1499938964844,276.6199951171875,278.1400146484375,9234195,374.8100891113281,375.17999267578125,372.44000244140625,373.8500061035156,1960796
2026-08-04 11:30:00-04:00,73.07499694824219,73.12000274658203,72.56009674072266,72.69000244140625,3747802,305.6700134277344,306.7300109863281,305.489990234375,306.5050048828125,4275297,583.3099975585938,584.3499755859375,581.3800048828125,581.5250244140625,1434915,278.1400146484375,278.5799865722656,277.0539855957031,278.5,5502066,373.8399963378906,373.8999938964844,372.75,373.57000732421875,1451734
2026-08-04 12:30:00-04:00,72.68499755859375,72.87000274658203,72.44020080566406,72.87000274658203,4161303,306.5050048828125,310.4200134277344,306.3399963378906,308.8999938964844,5070397,581.6099853515625,588.7753295898438,578.25,588.3300170898438,2430581,278.4700927734375,279.239990234375,278.010009765625,278.75,5155514,373.55999755859375,375.6000061035156,373.4200134277344,374.9100036621094,1487337
2026-08-04 13:30:00-04:00,72.875,73.32499694824219,72.81999969482422,73.08999633789062,4043811,308.8999938964844,310.1300048828125,308.6600036621094,309.32000732421875,5054926,588.3674926757812,589.6699829101562,587.0800170898438,589.2050170898438,1167419,278.760009765625,279.0400085449219,277.7099914550781,277.989990234375,5894715,374.9100036621094,377.45001220703125,374.7799987792969,377.318603515625,1437355
2026-08-04 14:30:00-04:00,73.0999984741211,73.48999786376953,72.9800033569336,73.26000213623047,3534584,309.30999755859375,309.79998779296875,308.25,309.5799865722656,4685626,589.2050170898438,591.0,588.0,590.5449829101562,1358335,278.0,278.2842102050781,276.8999938964844,277.1099853515625,5513183,377.32000732421875,377.66900634765625,375.92999267578125,376.17999267578125,1580726
2026-08-04 15:30:00-04:00,73.2699966430664,73.5999984741211,73.19000244140625,73.55999755859375,4738920,309.5799865722656,310.4200134277344,308.8800048828125,309.3900146484375,5711308,590.510009765625,592.7869873046875,587.6599731445312,587.7100219726562,2047700,277.1050109863281,278.739990234375,277.0050048828125,277.42999267578125,6338524,376.19000244140625,377.6400146484375,375.07000732421875,375.42999267578125,1782225
2026-08-05 09:30:00-04:00,75.11000061035156,75.30000305175781,73.73999786376953,74.09970092773438,7175990,309.3599853515625,309.3800048828125,305.6700134277344,306.7275085449219,10544948,600.5250244140625,601.0,591.1801147460938,591.8099975585938,3222962,281.5899963378906,282.7900085449219,275.30999755859375,276.760009765625,10292578,380.0849914550781,381.2099914550781,375.614990234375,378.54998779296875,3386496
2026-08-05 10:30:00-04:00,74.08499908447266,74.44000244140625,73.91999816894531,74.06999969482422,3426995,306.70001220703125,311.70819091796875,306.2699890136719,308.5950012207031,7426689,591.8200073242188,593.0599975585938,585.96240234375,585.96240234375,1351682,276.7300109863281,278.1400146484375,275.25,275.25,4452268,378.4700012207031,379.95989990234375,376.239990234375,376.2850036621094,1536345
2026-08-05 11:30:00-04:00,74.07499694824219,74.08000183105469,73.37999725341797,73.43000030517578,2710055,308.5950012207031,309.44000244140625,307.8299865722656,308.639892578125,3930602,585.9000244140625,587.4697875976562,580.1199951171875,583.0399780273438,1775071,275.2650146484375,275.5350036621094,272.010009765625,273.0899963378906,5640632,376.2850036621094,376.6499938964844,355.1600036621094,362.80499267578125,9194650
2026-08-05 12:30:00-04:00,73.43000030517578,73.51499938964844,73.15499877929688,73.48500061035156,2058553,308.6300048828125,309.9800109863281,308.45001220703125,309.739990234375,2598651,582.97998046875,585.5,581.0,583.7000122070312,1275101,273.0799865722656,273.1300048828125,271.17999267578125,271.9200134277344,4159247,362.8900146484375,363.1000061035156,359.4800109863281,360.010009765625,3830226
2026-08-05 13:30:00-04:00,73.48999786376953,73.63990020751953,73.38500213623047,73.46209716796875,1686844,309.75,310.2200012207031,308.0799865722656,308.1900939941406,2656326,583.8900146484375,584.2191772460938,582.530029296875,582.8900146484375,891022,271.92999267578125,272.0400085449219,271.2300109863281,271.31500244140625,3357261,360.0400085449219,362.7250061035156,358.30999755859375,360.6199951171875,2773678
2026-08-05 14:30:00-04:00,73.46499633789062,73.80999755859375,73.21499633789062,73.71499633789062,3101918,308.2091979980469,309.8789978027344,308.0849914550781,309.6200866699219,4050737,582.8800048828125,588.8648071289062,580.280029296875,588.4199829101562,2288739,271.3299865722656,271.739990234375,270.739990234375,271.239990234375,3723038,360.6099853515625,361.0450134277344,358.6300964355469,359.6600036621094,2719375
2026-08-05 15:30:00-04:00,73.70999908447266,74.31500244140625,73.66000366210938,74.19499969482422,4624283,309.6099853515625,311.55499267578125,309.3900146484375,310.9200134277344,6126779,588.47998046875,590.1799926757812,586.3800048828125,588.9099731445312,1592572,271.25,273.1700134277344,271.1000061035156,272.6000061035156,4863190,359.6600036621094,360.9399108886719,358.8399963378906,360.1099853515625,2671505
2026-08-06 09:30:00-04:00,75.02999877929688,75.19999694824219,73.1001968383789,73.36000061035156,8301006,314.3399963378906,316.2893981933594,312.1199951171875,312.8399963378906,10486977,586.3350219726562,595.3099975585938,585.9949951171875,589.97998046875,3251402,272.7650146484375,275.4800109863281,272.260009765625,272.6099853515625,7032266,358.7919921875,361.9599914550781,358.25,358.6000061035156,3964924
2026-08-06 10:30:00-04:00,73.36000061035156,74.05500030517578,73.28009796142578,73.73049926757812,2670232,312.79998779296875,313.6400146484375,311.78009033203125,312.5150146484375,3600148,589.97998046875,594.0,589.2000122070312,590.7000122070312,1228946,272.59039306640625,274.2699890136719,272.5,273.8096008300781,2506373,358.57000732421875,360.3900146484375,357.57000732421875,357.75,1363895
