Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-22 10:30:00-04:00,243.75999450683594,244.3300018310547,243.27000427246094,243.74000549316406,3231188,70.24500274658203,70.56999969482422,70.0,70.19499969482422,4683548,629.780029296875,631.5999755859375,627.7999877929688,629.6400146484375,1290179,324.4949951171875,325.80999755859375,324.07000732421875,325.79998779296875,3700418,347.385009765625,348.2099914550781,346.3599853515625,346.67498779296875,2051649
2026-07-22 11:30:00-04:00,243.73500061035156,244.55499267578125,243.41000366210938,244.02999877929688,2473669,70.19010162353516,70.4000015258789,69.9000015258789,70.08000183105469,3944758,629.6400146484375,630.9600219726562,628.1300048828125,629.2550048828125,958453,325.7650146484375,325.8900146484375,324.3699951171875,324.885009765625,4081820,346.67498779296875,347.6700134277344,346.20001220703125,347.2900085449219,1367216
2026-07-22 12:30:00-04:00,244.02999877929688,244.2698974609375,242.94000244140625,243.0301055908203,1932744,70.08000183105469,70.18000030517578,69.4800033569336,69.52469635009766,3335271,629.2550048828125,630.7000122070312,628.1099853515625,628.2000122070312,656884,324.885009765625,324.95001220703125,323.3399963378906,323.6650085449219,2995117,347.2850036621094,347.6274108886719,346.6300048828125,347.0899963378906,1212470
2026-07-22 13:30:00-04:00,243.03500366210938,243.25,242.4499969482422,243.0399932861328,2256794,69.5250015258789,69.53500366210938,69.09500122070312,69.0999984741211,3652920,628.2000122070312,628.2899780273438,625.0401000976562,626.5999755859375,837850,323.6650085449219,324.0199890136719,323.55499267578125,323.92999267578125,1648241,347.0899963378906,347.54998779296875,345.6000061035156,345.9100036621094,1225300
2026-07-22 14:30:00-04:00,243.0500030517578,244.89999389648438,242.63999938964844,244.58999633789062,4137260,69.09500122070312,69.125,68.3499984741211,68.48500061035156,5477647,626.5999755859375,627.9500122070312,625.5,627.1950073242188,886793,323.9299011230469,324.70001220703125,323.8299865722656,324.44000244140625,2532403,345.95001220703125,346.55999755859375,344.7200012207031,344.8500061035156,1836626
2026-07-22 15:30:00-04:00,244.58999633789062,245.1750030517578,244.25,244.77000427246094,3579655,68.4800033569336,68.70999908447266,68.44000244140625,68.52999877929688,5648582,627.0800170898438,628.8699951171875,624.0,627.0700073242188,1491328,324.44000244140625,326.9100036621094,323.9800109863281,325.8699951171875,5469385,344.8599853515625,345.20001220703125,341.6400146484375,341.9100036621094,3046198
2026-07-23 09:30:00-04:00,236.32000732421875,238.3498992919922,233.57000732421875,234.60000610351562,11766998,68.56999969482422,69.13999938964844,67.66999816894531,68.54000091552734,8845284,608.4099731445312,614.635009765625,604.3499755859375,607.8300170898438,3161774,321.7300109863281,323.29998779296875,319.3500061035156,321.489990234375,7808169,321.6700134277344,324.3900146484375,316.5899963378906,318.0400085449219,16516656
2026-07-23 10:30:00-04:00,234.55999755859375,234.88499450683594,232.10000610351562,232.27999877929688,7313527,68.54000091552734,69.0,68.51499938964844,68.68000030517578,5218812,607.6099853515625,607.9949951171875,598.1900024414062,599.280029296875,2266780,321.4649963378906,322.9100036621094,320.7149963378906,321.2799987792969,3963966,318.0400085449219,319.6199951171875,314.8900146484375,316.5899963378906,6453035
2026-07-23 11:30:00-04:00,232.3000030517578,235.0,223.67950439453125,234.8000030517578,5750929,68.68000030517578,68.91999816894531,68.30000305175781,68.51499938964844,4104097,599.0999755859375,604.7899780273438,597.219970703125,604.4000244140625,1576862,321.2900085449219,321.54998779296875,320.07000732421875,320.3598937988281,4791936,316.6099853515625,321.6000061035156,316.5404052734375,320.9700012207031,4601336
2026-07-23 12:30:00-04:00,234.8300018310547,235.14999389648438,233.84010314941406,234.49000549316406,3069226,68.51499938964844,69.12000274658203,68.48999786376953,69.09940338134766,3524725,604.5,607.219970703125,601.3400268554688,605.9199829101562,1367887,320.30999755859375,321.04998779296875,320.0,320.8699951171875,2240708,320.92999267578125,321.4599914550781,318.8299865722656,320.4800109863281,3883615
2026-07-23 13:30:00-04:00,234.5,234.50999450683594,233.66000366210938,233.9250030517578,2508087,69.09500122070312,69.3550033569336,68.86000061035156,69.05999755859375,3843258,605.840087890625,607.8800048828125,604.1649780273438,606.1400146484375,900356,320.8700866699219,321.39898681640625,320.0,320.2699890136719,2551049,320.4800109863281,320.5299987792969,319.3599853515625,319.939697265625,2538094
2026-07-23 14:30:00-04:00,233.9250030517578,234.07049560546875,233.1300048828125,233.14999389648438,2951789,69.06999969482422,69.20999908447266,68.75,68.76219940185547,5546192,606.1400146484375,608.135009765625,604.8175048828125,607.3001098632812,1499210,320.2749938964844,321.20001220703125,319.760009765625,320.4198913574219,3757792,319.9100036621094,319.9299011230469,318.2099914550781,318.54998779296875,2943051
2026-07-23 15:30:00-04:00,233.14999389648438,234.08999633789062,232.91000366210938,233.55999755859375,5636183,68.76000213623047,69.01000213623047,68.45999908447266,68.86000061035156,4645618,607.4299926757812,607.6900024414062,603.0399780273438,605.969970703125,1858985,320.3800048828125,321.9800109863281,320.0400085449219,321.6099853515625,4281719,318.5299987792969,319.3599853515625,317.7799987792969,318.2699890136719,3751312
2026-07-24 09:30:00-04:00,234.3699951171875,234.9499969482422,231.58999633789062,231.58999633789062,7973154,69.25499725341797,69.45999908447266,67.97039794921875,69.12000274658203,7340702,605.3400268554688,607.52001953125,600.75,604.9000244140625,2224365,322.0400085449219,329.4389953613281,321.6199951171875,328.79998779296875,8571059,317.95001220703125,323.9800109863281,317.5,319.8699951171875,5941981
2026-07-24 10:30:00-04:00,231.61000061035156,233.92999267578125,231.35000610351562,233.77999877929688,5075022,69.12000274658203,70.16000366210938,69.12000274658203,70.11499786376953,4840724,605.0,609.3800048828125,603.7899780273438,608.760009765625,1080615,328.7950134277344,331.92999267578125,328.7099914550781,331.7650146484375,6271725,319.80999755859375,321.510009765625,317.5,321.4100036621094,2852974
2026-07-24 11:30:00-04:00,233.82000732421875,234.1898956298828,232.86000061035156,234.03500366210938,2942707,70.11499786376953,70.14510345458984,69.69999694824219,70.1449966430664,3068118,608.7550048828125,609.97998046875,603.02001953125,603.155029296875,1207925,331.7749938964844,334.3699951171875,331.6700134277344,333.7200012207031,6621698,321.44000244140625,321.7699890136719,319.0199890136719,319.1099853515625,1838689
2026-07-24 12:30:00-04:00,234.02999877929688,234.30999755859375,232.88999938964844,233.55499267578125,2680443,70.1500015258789,70.2300033569336,70.0,70.22000122070312,2384045,603.0599975585938,604.9099731445312,600.0700073242188,602.989990234375,1033769,333.69500732421875,334.2200012207031,332.1505126953125,332.3999938964844,3846747,319.114990234375,320.2799987792969,318.19500732421875,320.0199890136719,1668744
2026-07-24 13:30:00-04:00,233.57000732421875,233.8699951171875,232.16000366210938,232.16000366210938,3212511,70.21499633789062,70.37000274658203,70.0199966430664,70.33049774169922,2842871,603.0,603.780029296875,599.1300048828125,601.47998046875,898570,332.3949890136719,333.19000244140625,332.1400146484375,332.2650146484375,2780581,320.010009765625,320.6600036621094,318.8999938964844,319.6700134277344,1498056
2026-07-24 14:30:00-04:00,232.16009521484375,232.3300018310547,231.36000061035156,231.49459838867188,3900801,70.33999633789062,70.68000030517578,70.2300033569336,70.25,4697939,601.52001953125,601.8189697265625,599.0599975585938,600.0549926757812,1091685,332.2650146484375,333.2300109863281,332.05999755859375,332.489990234375,6248052,319.67999267578125,319.8550109863281,318.5722961425781,319.0069885253906,1913048
2026-07-24 15:30:00-04:00,231.4499969482422,232.5,231.4499969482422,232.07000732421875,4092356,70.25,70.375,70.05999755859375,70.09500122070312,5300395,600.0549926757812,601.1799926757812,594.5999755859375,595.2000122070312,1792240,332.4800109863281,333.45001220703125,331.8500061035156,333.07000732421875,4719723,319.0,320.0799865722656,318.739990234375,319.0899963378906,2492104
2026-07-27 09:30:00-04:00,235.6999969482422,235.8800048828125,233.22000122070312,233.47999572753906,6565341,70.58999633789062,70.80000305175781,69.86000061035156,70.41000366210938,6218866,607.219970703125,611.260009765625,600.1799926757812,605.3250122070312,2456826,334.8999938964844,338.1400146484375,334.0199890136719,337.69000244140625,11270804,324.739990234375,330.1014099121094,324.4700012207031,326.260009765625,6083540
2026-07-27 10:30:00-04:00,233.47999572753906,234.42999267578125,232.92999267578125,233.30499267578125,4794245,70.40499877929688,71.25,70.3949966430664,71.1500015258789,4512115,605.2000122070312,607.010009765625,598.97998046875,605.5349731445312,1599141,337.70001220703125,339.5,336.1199951171875,338.739990234375,7762742,326.3299865722656,329.69000244140625,324.5299987792969,328.2099914550781,3171003
2026-07-27 11:30:00-04:00,233.30999755859375,233.30999755859375,232.0800018310547,232.2949981689453,713790,71.1500015258789,71.2699966430664,71.11000061035156,71.2300033569336,698399,605.4299926757812,605.7000122070312,602.3099975585938,603.875,172916,338.7300109863281,339.57000732421875,337.0899963378906,337.4599914550781,2623440,328.1875,328.2300109863281,327.1400146484375,327.6099853515625,405464
