Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26 14:30:00+00:00,284.9049987792969,286.5150146484375,284.1000061035156,284.5299987792969,3159349,211.97999572753906,212.88499450683594,211.42999267578125,211.92999267578125,6510020,93.16000366210938,93.44000244140625,92.59500122070312,92.66000366210938,4435860,255.89999389648438,257.0,255.50999450683594,255.67999267578125,5446373,568.7899780273438,570.530029296875,560.5399780273438,560.905029296875,5608302
2026-03-26 15:30:00+00:00,284.5,284.6400146484375,283.20001220703125,283.3599853515625,2261968,211.9429931640625,212.44000244140625,210.27999877929688,210.42999267578125,4772819,92.66000366210938,92.98999786376953,92.33999633789062,92.37000274658203,3195659,255.69000244140625,256.7699890136719,255.57000732421875,256.1000061035156,3382555,560.8724975585938,560.909912109375,553.5399780273438,554.5250244140625,4725766
2026-03-26 16:30:00+00:00,283.3399963378906,283.7489929199219,281.9100036621094,282.1650085449219,2863978,210.42999267578125,210.52999877929688,209.10000610351562,209.25,3929183,92.37000274658203,93.44000244140625,92.12999725341797,93.32499694824219,4498767,256.1000061035156,256.4599914550781,254.59010314941406,254.99000549316406,3520903,554.52001953125,555.8800048828125,550.3099975585938,551.2255249023438,3785873
2026-03-26 17:30:00+00:00,282.1549987792969,282.5400085449219,279.04998779296875,280.45001220703125,3973707,209.25,209.3300018310547,207.91000366210938,208.19000244140625,4240482,93.31999969482422,95.86000061035156,92.80000305175781,93.61000061035156,13503144,254.97999572753906,255.11500549316406,253.38999938964844,253.8249969482422,4260523,551.1749877929688,553.0800170898438,543.3499755859375,544.1300048828125,4573485
2026-03-26 18:30:00+00:00,280.5,281.4750061035156,280.010009765625,281.0899963378906,2665996,208.19000244140625,208.38999938964844,207.6999969482422,208.27139282226562,4263834,93.62000274658203,94.3550033569336,93.30999755859375,93.83499908447266,10688489,253.85000610351562,254.51499938964844,253.13999938964844,253.6699981689453,3242928,544.1400146484375,550.0,543.7301025390625,549.7949829101562,3698560
2026-03-26 19:30:00+00:00,281.135009765625,281.410888671875,279.8500061035156,280.7300109863281,3306375,208.28990173339844,208.36000061035156,207.1199951171875,207.52999877929688,4769128,93.8322982788086,93.875,93.25,93.3499984741211,7890336,253.67999267578125,253.72500610351562,252.02000427246094,252.8800048828125,4420545,549.7949829101562,549.969970703125,546.1599731445312,547.1500244140625,3198585
2026-03-27 13:30:00+00:00,277.3999938964844,278.8599853515625,274.8999938964844,277.69500732421875,5764649,206.3249969482422,206.4199981689453,201.06500244140625,201.2301025390625,11035390,94.53399658203125,95.57990264892578,92.98999786376953,93.73500061035156,13648028,253.91000366210938,255.4929962158203,252.7801055908203,254.47999572753906,9684416,539.5599975585938,543.5999145507812,529.8300170898438,531.0,7049851
2026-03-27 14:30:00+00:00,277.6499938964844,279.0899963378906,277.1199951171875,277.989990234375,3247013,201.22999572753906,201.85879516601562,200.27000427246094,201.08999633789062,7705452,93.73500061035156,93.9800033569336,93.08999633789062,93.74500274658203,5372662,254.4600067138672,254.69000244140625,251.8000030517578,252.6199951171875,5252638,530.9099731445312,533.1199951171875,526.530029296875,529.3350219726562,4040232
2026-03-27 15:30:00+00:00,278.0,278.4100036621094,275.9800109863281,276.15008544921875,2519428,201.08999633789062,201.72000122070312,200.47000122070312,200.72999572753906,6035750,93.73999786376953,93.91000366210938,93.13020324707031,93.30000305175781,3615766,252.6199951171875,253.24000549316406,251.69000244140625,251.77999877929688,3302520,529.3099975585938,530.8099975585938,526.1099853515625,527.0650024414062,3185566
2026-03-27 16:30:00+00:00,276.1700134277344,276.57501220703125,274.2699890136719,274.3800048828125,2507244,200.72000122070312,201.8300018310547,200.47999572753906,200.8300018310547,4411988,93.29499816894531,93.80000305175781,93.25,93.29000091552734,3326168,251.77499389648438,252.75999450683594,250.3699951171875,250.41000366210938,3282303,527.0650024414062,530.489990234375,523.5800170898438,524.3400268554688,3139821
2026-03-27 17:30:00+00:00,274.3800048828125,275.17999267578125,273.67999267578125,275.0199890136719,2642999,200.82000732421875,200.94000244140625,200.16000366210938,200.4499969482422,4756624,93.27999877929688,93.67500305175781,93.2249984741211,93.5250015258789,3441703,250.41000366210938,250.5800018310547,248.63499450683594,249.38499450683594,4579763,524.27001953125,524.489990234375,520.260009765625,524.114990234375,3716265
2026-03-27 18:30:00+00:00,274.989990234375,275.45001220703125,274.4100036621094,274.5299987792969,1976124,200.44000244140625,200.60000610351562,199.4550018310547,200.11000061035156,6656841,93.5199966430664,93.54000091552734,92.73999786376953,93.5250015258789,4030471,249.4199981689453,249.52000427246094,248.25,248.40989685058594,4113587,524.02001953125,526.7000122070312,523.4099731445312,526.405029296875,2907589
2026-03-27 19:30:00+00:00,274.5350036621094,274.9097900390625,273.4800109863281,273.69000244140625,2660438,200.11500549316406,200.27699279785156,199.13999938964844,199.32000732421875,6656843,93.5250015258789,93.61000061035156,93.04000091552734,93.44000244140625,5083660,248.41000366210938,249.3699951171875,248.07000732421875,248.6199951171875,5252096,526.4199829101562,527.2000122070312,524.2000122070312,525.7100219726562,2524886
2026-03-30 13:30:00+00:00,275.8900146484375,276.260009765625,272.510009765625,273.3485107421875,5889879,201.35000610351562,202.35000610351562,200.19000244140625,201.3699951171875,9026229,92.75700378417969,94.48999786376953,92.22000122070312,93.26499938964844,7935865,249.9949951171875,250.83999633789062,246.97000122070312,247.8300018310547,6260227,536.375,537.2000122070312,528.5399780273438,532.6749877929688,5912330
2026-03-30 14:30:00+00:00,273.2900085449219,274.2200012207031,272.4700012207031,273.44000244140625,2853056,201.3699951171875,203.52000427246094,201.10000610351562,203.0399932861328,5775546,93.26499938964844,94.20999908447266,93.04000091552734,94.12000274658203,4293920,247.82000732421875,248.0,246.0399932861328,246.52999877929688,4008529,532.6099853515625,536.7158203125,530.4749755859375,534.2999877929688,3349550
2026-03-30 15:30:00+00:00,273.4100036621094,275.2099914550781,273.3500061035156,273.55999755859375,1781556,203.0500030517578,203.8000030517578,202.6199951171875,202.63600158691406,3633010,94.11499786376953,94.19999694824219,93.41500091552734,93.41999816894531,2524033,246.52999877929688,247.2100067138672,245.9600067138672,246.02000427246094,2817533,534.3800048828125,539.5499877929688,534.0700073242188,536.7000122070312,2306779
2026-03-30 16:30:00+00:00,273.5,274.05999755859375,273.05999755859375,273.3800048828125,1358543,202.6199951171875,203.02999877929688,201.68060302734375,201.7100067138672,3042825,93.41999816894531,93.81500244140625,93.30000305175781,93.31099700927734,2018967,246.00999450683594,247.44000244140625,245.9600067138672,246.25,2713501,536.7000122070312,538.4598999023438,535.3499755859375,535.969970703125,1723262
2026-03-30 17:30:00+00:00,273.3800048828125,273.69989013671875,272.5201110839844,272.5350036621094,1359070,201.69000244140625,202.3300018310547,200.94000244140625,200.94000244140625,3474720,93.31999969482422,93.44999694824219,92.88500213623047,92.91500091552734,2324988,246.2550048828125,247.32000732421875,245.9949951171875,246.48019409179688,2877202,535.989990234375,539.25,535.2000122070312,537.4000244140625,1924447
2026-03-30 18:30:00+00:00,272.55999755859375,272.79998779296875,271.6700134277344,271.82000732421875,1576129,200.9600067138672,201.27499389648438,199.99000549316406,200.11000061035156,6440614,92.91500091552734,93.16999816894531,92.37000274658203,92.51000213623047,2696814,246.50999450683594,246.8300018310547,245.8300018310547,245.88999938964844,2969148,537.4500122070312,538.2000122070312,534.2745971679688,534.9600219726562,2195923
2026-03-30 19:30:00+00:00,271.79998779296875,273.5,271.5350036621094,273.1000061035156,2333502,200.11000061035156,201.22999572753906,199.98019409179688,200.89999389648438,5104313,92.51000213623047,93.21499633789062,92.47010040283203,92.97000122070312,3423678,245.88999938964844,247.0399932861328,245.50999450683594,246.5399932861328,4551161,534.989990234375,537.2999877929688,533.22998046875,536.3800048828125,2446750
2026-03-31 13:30:00+00:00,277.8399963378906,281.55999755859375,276.80999755859375,281.04998779296875,4749085,204.875,207.33999633789062,204.13999938964844,206.22000122070312,9800250,93.25,95.21499633789062,93.16999816894531,94.70500183105469,7308355,247.88999938964844,249.27000427246094,247.63999938964844,248.7449951171875,5787026,549.760009765625,559.0599975585938,546.77001953125,556.9100952148438,6145504
