Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-30 10:30:00-04:00,72.6500015258789,72.76000213623047,72.12000274658203,72.7249984741211,5697994,350.8218994140625,354.0899963378906,350.7099914550781,353.82501220703125,1911179,286.010009765625,288.6600036621094,285.260009765625,288.2699890136719,5769602,556.4400024414062,557.5,551.4299926757812,556.0050048828125,1730659,239.5500030517578,240.72500610351562,237.55999755859375,238.65499877929688,5946206
2026-06-30 11:30:00-04:00,72.7249984741211,73.08999633789062,72.58000183105469,72.91000366210938,3169563,353.82000732421875,355.1700134277344,352.94000244140625,354.4999084472656,1594337,288.2799987792969,289.3800048828125,287.80999755859375,288.1449890136719,4424512,556.1099243164062,557.510009765625,555.1400146484375,556.0,1227874,238.66000366210938,240.33999633789062,238.47140502929688,240.02000427246094,5564318
2026-06-30 12:30:00-04:00,72.9000015258789,73.05999755859375,72.50499725341797,72.53500366210938,2780699,354.4700012207031,355.3900146484375,352.7601013183594,352.7601013183594,1172649,288.1600036621094,289.6600036621094,288.125,288.42999267578125,3373069,556.0,560.3200073242188,555.9000244140625,559.0,1143108,240.0800018310547,241.5399932861328,238.8800048828125,239.07000732421875,5870745
2026-06-30 13:30:00-04:00,72.53500366210938,72.58000183105469,72.25,72.30500030517578,3144981,352.7872009277344,353.9049987792969,352.4200134277344,353.7300109863281,1888406,288.44500732421875,289.19000244140625,287.8550109863281,288.0899963378906,3500049,559.0999755859375,561.75,558.77001953125,560.6699829101562,1000693,239.07000732421875,239.27999877929688,238.1999969482422,238.47999572753906,6284862
2026-06-30 14:30:00-04:00,72.31999969482422,72.41999816894531,72.08000183105469,72.25499725341797,3900733,353.7300109863281,354.1000061035156,352.55999755859375,353.989990234375,1714653,288.0849914550781,288.17999267578125,286.67999267578125,287.5299987792969,4344541,560.6799926757812,561.7498779296875,558.9600219726562,561.4893798828125,1518696,238.49000549316406,239.24000549316406,237.41000366210938,239.1999969482422,6240680
2026-06-30 15:30:00-04:00,72.25499725341797,72.2699966430664,71.36499786376953,71.37999725341797,12548678,354.0050048828125,354.7300109863281,353.20001220703125,353.32000732421875,3932413,287.5299987792969,289.9100036621094,287.4200134277344,289.0899963378906,8374915,561.4299926757812,565.5225219726562,560.47998046875,563.0999755859375,2554526,239.1999969482422,239.52999877929688,237.5449981689453,238.25,9544259
2026-07-01 09:30:00-04:00,72.55999755859375,73.58999633789062,72.33000183105469,73.12000274658203,10311878,354.614990234375,358.7799987792969,353.2300109863281,356.739990234375,3664450,293.3299865722656,293.4798889160156,289.19500732421875,293.05999755859375,8755422,607.9099731445312,616.9600219726562,595.0999755859375,612.4550170898438,16187767,239.97999572753906,240.75999450683594,234.89999389648438,240.3101043701172,10895829
2026-07-01 10:30:00-04:00,73.11000061035156,73.78990173339844,72.9749984741211,73.19499969482422,6445620,356.7666015625,359.5398864746094,356.6700134277344,358.6199035644531,1835088,293.05999755859375,296.5899963378906,292.7300109863281,295.751708984375,6765940,612.52001953125,628.280029296875,611.7000122070312,627.5,8911892,240.3350067138672,243.57000732421875,240.2050018310547,243.2899932861328,7484053
2026-07-01 11:30:00-04:00,73.19509887695312,73.58000183105469,72.96499633789062,73.28500366210938,4346535,358.6000061035156,358.8999938964844,355.04998779296875,355.4100036621094,1391001,295.7799987792969,295.7900085449219,294.6300048828125,294.94500732421875,3404930,627.5899047851562,627.77001953125,615.7750244140625,618.0800170898438,4547859,243.30999755859375,243.42999267578125,241.35000610351562,242.2050018310547,5709663
2026-07-01 12:30:00-04:00,73.29000091552734,74.08000183105469,73.2699966430664,73.86000061035156,3697222,355.3800048828125,356.0899963378906,354.2200012207031,355.56500244140625,1574346,294.94500732421875,295.0599060058594,293.9200134277344,294.0899963378906,3566425,618.1749877929688,620.3599853515625,615.6300048828125,617.864990234375,2167445,242.22000122070312,244.89999389648438,242.02999877929688,244.3249969482422,4642535
2026-07-01 13:30:00-04:00,73.875,74.33999633789062,73.83999633789062,74.16000366210938,3384186,355.5199890136719,357.5199890136719,355.2349853515625,356.2900085449219,2132480,294.0799865722656,295.1000061035156,292.70001220703125,294.80499267578125,5502330,617.97998046875,622.8699951171875,617.0,621.3400268554688,2900838,244.35000610351562,244.60000610351562,243.625,244.11500549316406,4021264
2026-07-01 14:30:00-04:00,74.16280364990234,74.3550033569336,73.80999755859375,74.0,4471842,356.3399963378906,357.8999938964844,356.25,356.9100036621094,1435881,294.80999755859375,295.5299987792969,294.0,294.0151062011719,4406744,621.3800048828125,621.4400024414062,614.25,615.02001953125,2783467,244.08999633789062,244.3300018310547,242.02999877929688,242.03500366210938,5084998
2026-07-01 15:30:00-04:00,74.0,74.2300033569336,73.95999908447266,74.19000244140625,5475121,356.9100036621094,358.3699951171875,356.8900146484375,357.8699951171875,2985926,294.0,295.54998779296875,293.7500915527344,294.25,6231653,614.9000244140625,616.989990234375,611.4000244140625,612.9500122070312,3242791,242.03500366210938,242.47000122070312,241.5,241.6699981689453,6483082
2026-07-02 09:30:00-04:00,75.15799713134766,76.38990020751953,74.91000366210938,76.19999694824219,10292219,356.1499938964844,360.7699890136719,355.0,358.8999938964844,3096468,294.0849914550781,305.32000732421875,293.67999267578125,305.04998779296875,15588276,607.89501953125,610.0,588.7999877929688,590.9199829101562,7109387,241.6024932861328,244.69949340820312,241.0800018310547,244.07000732421875,7849573
2026-07-02 10:30:00-04:00,76.19000244140625,77.1500015258789,76.12999725341797,76.69000244140625,6124867,358.989990234375,360.989990234375,353.5199890136719,353.864990234375,2528219,305.04400634765625,307.82000732421875,304.8500061035156,305.4150085449219,11321356,590.9749755859375,592.8499755859375,585.8800048828125,587.864990234375,2482770,244.1300048828125,245.8800048828125,243.8000030517578,244.75999450683594,9075076
2026-07-02 11:30:00-04:00,76.69000244140625,77.48500061035156,76.5199966430664,77.43499755859375,4831000,353.8949890136719,354.8599853515625,350.94000244140625,352.1099853515625,1613418,305.4200134277344,308.45001220703125,305.2799987792969,308.0899963378906,7200646,587.875,590.0,584.3099975585938,587.0899047851562,1849384,244.8000030517578,246.72000122070312,244.52000427246094,246.13999938964844,4368011
2026-07-02 12:30:00-04:00,77.43000030517578,78.2750015258789,77.33999633789062,78.1050033569336,7030190,352.1050109863281,352.5,350.32000732421875,351.92999267578125,1134318,308.0899963378906,308.5299072265625,306.6700134277344,307.80499267578125,6654699,587.010009765625,587.4400024414062,584.1500244140625,584.989990234375,1192808,246.1300048828125,246.2100067138672,243.7550048828125,244.88499450683594,3187675
2026-07-02 13:30:00-04:00,78.1050033569336,78.43000030517578,78.08999633789062,78.2699966430664,5663512,351.947998046875,355.2699890136719,351.7200012207031,355.0899963378906,1016571,307.80499267578125,308.29998779296875,306.8200988769531,307.3299865722656,5550150,584.9650268554688,586.8099975585938,583.760009765625,586.47998046875,1182767,244.8699951171875,245.4290008544922,243.50999450683594,243.8800048828125,4761423
2026-07-02 14:30:00-04:00,78.26499938964844,78.43000030517578,77.86499786376953,78.11499786376953,5759384,355.0150146484375,356.260009765625,354.3299865722656,355.5899963378906,1040574,307.3399963378906,308.30999755859375,307.1300048828125,307.42498779296875,5450575,586.344970703125,587.6900024414062,580.4199829101562,586.2550048828125,2154604,243.8699951171875,244.2299041748047,242.67010498046875,243.97999572753906,3608833
2026-07-02 15:30:00-04:00,78.11499786376953,78.15499877929688,77.58499908447266,77.5999984741211,7040372,355.6199951171875,356.80999755859375,355.30999755859375,355.8699951171875,1984329,307.44000244140625,309.4200134277344,307.2099914550781,308.2200012207031,8660612,586.2550048828125,586.7999877929688,582.5700073242188,582.6500244140625,2296882,243.9600067138672,244.13999938964844,242.27999877929688,242.27999877929688,4247394
2026-07-06 09:30:00-04:00,77.07499694824219,77.83999633789062,75.75,76.0010986328125,8707594,358.19500732421875,360.4100036621094,354.1994934082031,357.875,3474542,307.67999267578125,311.75,307.010009765625,311.7300109863281,10212875,594.8400268554688,597.6799926757812,581.760009765625,587.3900146484375,3807410,243.7949981689453,245.50999450683594,240.8800048828125,243.08999633789062,7183355
2026-07-06 10:30:00-04:00,75.98999786376953,76.72000122070312,75.98989868164062,76.38990020751953,7022368,357.875,360.1199951171875,357.6199951171875,359.739990234375,2117311,311.70001220703125,313.6000061035156,311.2101135253906,313.5799865722656,6250328,587.2650146484375,591.89501953125,586.489990234375,591.6199951171875,1366009,243.1300048828125,244.88999938964844,242.44000244140625,244.75,4029564
2026-07-06 11:30:00-04:00,76.37999725341797,76.47000122070312,76.22000122070312,76.375,2353362,359.7900085449219,362.5,359.6099853515625,362.04998779296875,1501259,313.5849914550781,314.20001220703125,312.375,312.80999755859375,4335168,591.8499755859375,598.2000122070312,590.7999877929688,595.9199829101562,1268590,244.71929931640625,246.0399932861328,244.47000122070312,245.63999938964844,3748594
