Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14 10:30:00-04:00,251.91009521484375,253.3800048828125,251.5800018310547,253.07000732421875,3238562,79.80000305175781,80.45829772949219,79.72000122070312,80.31999969482422,3356205,653.1799926757812,657.5399780273438,650.5001220703125,656.030029296875,1971694,340.5851135253906,342.56500244140625,339.7900085449219,342.0015869140625,1518751,333.17999267578125,333.4670104980469,332.1180114746094,332.6600036621094,3912426
2026-09-14 11:30:00-04:00,253.02999877929688,254.72000122070312,252.85000610351562,253.41000366210938,3315918,80.31500244140625,80.83000183105469,80.25,80.70500183105469,3042809,656.02001953125,661.989990234375,655.6500244140625,660.5999755859375,1941129,341.9800109863281,343.1000061035156,341.260009765625,342.5718078613281,1026027,332.6549987792969,335.5,332.6499938964844,334.5849914550781,4342623
2026-09-14 12:30:00-04:00,253.41000366210938,255.06500244140625,253.1999969482422,254.8699951171875,2481878,80.70500183105469,81.01000213623047,80.58999633789062,80.63500213623047,2251738,660.5999755859375,666.219970703125,660.469970703125,665.4600219726562,1577679,342.57000732421875,344.6199951171875,342.57000732421875,344.5400085449219,1677222,334.5899963378906,335.260009765625,334.0,334.6199951171875,2727094
2026-09-14 13:30:00-04:00,254.86000061035156,255.9499969482422,254.86000061035156,255.02999877929688,3280384,80.63500213623047,80.81900024414062,80.46369934082031,80.73500061035156,1969645,665.6300048828125,668.5999755859375,663.8900146484375,667.8400268554688,1906042,344.5400085449219,346.44000244140625,343.6000061035156,344.57000732421875,3867121,334.6199951171875,334.7149963378906,333.57000732421875,334.489990234375,1964124
2026-09-14 14:30:00-04:00,255.05999755859375,255.47999572753906,252.72999572753906,253.5749969482422,3340023,80.74500274658203,80.77999877929688,80.2699966430664,80.42500305175781,2090135,667.8099975585938,668.1900024414062,664.0900268554688,665.760009765625,1204538,344.5199890136719,345.2900085449219,343.20001220703125,345.0150146484375,1670239,334.489990234375,335.4200134277344,333.4800109863281,334.3999938964844,3910657
2026-09-14 15:30:00-04:00,253.5749969482422,254.1199951171875,253.36000061035156,253.55999755859375,3975265,80.41999816894531,80.4749984741211,80.12000274658203,80.33000183105469,4154108,665.760009765625,668.510009765625,664.5999755859375,665.7100219726562,1779203,345.0,345.9700012207031,344.3900146484375,345.739990234375,2209059,334.39990234375,334.5899963378906,333.0,333.04998779296875,4184614
2026-09-15 09:30:00-04:00,252.375,253.27000427246094,249.125,249.60000610351562,7132448,79.31999969482422,79.48079681396484,77.45999908447266,77.63999938964844,6362035,659.2999877929688,678.8699951171875,656.2000122070312,668.2150268554688,5583647,343.1549987792969,344.3599853515625,340.2200012207031,341.010009765625,2524408,330.260009765625,331.5899963378906,328.3500061035156,329.5400085449219,6573388
2026-09-15 10:30:00-04:00,249.5850067138672,249.66000366210938,248.43499755859375,248.81500244140625,4536005,77.63999938964844,78.26000213623047,77.61000061035156,77.84500122070312,2993219,668.0001220703125,673.5,663.3800048828125,666.7000122070312,2584702,340.9949951171875,341.69000244140625,340.0199890136719,340.0899963378906,1156604,329.45001220703125,330.3299865722656,328.8800048828125,329.9100036621094,4605821
2026-09-15 11:30:00-04:00,248.81500244140625,249.74000549316406,248.6999969482422,249.32000732421875,3750549,77.8499984741211,78.02999877929688,77.7750015258789,78.0250015258789,2332425,666.7100219726562,669.5999755859375,664.77001953125,665.1699829101562,1610370,340.1400146484375,341.19000244140625,339.44000244140625,340.760009765625,897554,329.9200134277344,330.8699951171875,329.2850036621094,330.4190979003906,2187132
2026-09-15 12:30:00-04:00,249.32000732421875,249.47999572753906,248.3000030517578,248.42990112304688,2400508,78.0250015258789,78.375,77.95999908447266,78.25,3730532,665.0830078125,667.1099853515625,664.3300170898438,665.1199951171875,1005656,340.7650146484375,341.20001220703125,339.17999267578125,339.32000732421875,672455,330.40020751953125,330.62921142578125,329.4200134277344,330.0299987792969,2038493
2026-09-15 13:30:00-04:00,248.44000244140625,249.0,248.32000732421875,248.67999267578125,2433643,78.25,78.4749984741211,78.25,78.38500213623047,1925159,665.2000122070312,671.2999877929688,664.8800048828125,670.6400146484375,1437635,339.32000732421875,340.8999938964844,339.2449951171875,340.5199890136719,763117,330.0400085449219,330.8299865722656,330.0400085449219,330.4100036621094,1734807
2026-09-15 14:30:00-04:00,248.7050018310547,248.80999755859375,247.63999938964844,247.78500366210938,3225179,78.38500213623047,78.41000366210938,78.11489868164062,78.17500305175781,2000650,670.52001953125,672.47998046875,668.0900268554688,671.47998046875,1589097,340.5199890136719,340.9999084472656,340.20001220703125,340.57000732421875,712625,330.3999938964844,330.5899963378906,329.8299865722656,330.239990234375,2057605
2026-09-15 15:30:00-04:00,247.77000427246094,248.69000244140625,247.22000122070312,248.44000244140625,5865189,78.17140197753906,78.17500305175781,77.7738037109375,77.94000244140625,3827948,671.4099731445312,672.1300048828125,668.6699829101562,670.489990234375,1604957,340.57000732421875,341.5,340.2401123046875,341.44000244140625,1638594,330.239990234375,331.760009765625,329.8500061035156,331.3349914550781,4432026
2026-09-16 09:30:00-04:00,248.1999969482422,249.25999450683594,246.69000244140625,247.25,6496774,77.80000305175781,77.80000305175781,77.16999816894531,77.36000061035156,3734475,679.75,685.3099975585938,674.2901000976562,679.8200073242188,4388615,343.510009765625,344.70001220703125,340.1199951171875,341.55999755859375,2283521,332.4200134277344,335.4800109863281,331.8699951171875,333.2655944824219,7998078
2026-09-16 10:30:00-04:00,247.27000427246094,248.27000427246094,246.77000427246094,247.6300048828125,4375881,77.36499786376953,77.65989685058594,77.2249984741211,77.25,1930007,679.7349853515625,680.5,676.0599975585938,676.3599853515625,1476798,341.54998779296875,343.6199035644531,341.2601013183594,342.7850036621094,1391498,333.32000732421875,334.2799987792969,332.27508544921875,332.70001220703125,2634989
2026-09-16 11:30:00-04:00,247.6300048828125,248.1699981689453,247.3699951171875,247.8800048828125,1990570,77.23999786376953,77.45999908447266,77.11000061035156,77.31999969482422,1649937,676.4285278320312,679.0999755859375,675.1799926757812,676.4000244140625,1058492,342.7300109863281,342.8999938964844,342.04998779296875,342.35321044921875,589611,332.7001037597656,333.57000732421875,332.3299865722656,332.7200012207031,2552667
2026-09-16 12:30:00-04:00,247.88999938964844,248.02000427246094,247.3699951171875,247.74000549316406,2186030,77.32499694824219,77.36000061035156,77.19999694824219,77.29889678955078,1124153,676.4650268554688,677.5093994140625,675.3400268554688,676.344970703125,1597221,342.32000732421875,342.67999267578125,341.69000244140625,341.8599853515625,464636,332.7099914550781,333.2799987792969,332.2900085449219,333.2699890136719,1735612
2026-09-16 13:30:00-04:00,247.7550048828125,248.39999389648438,247.2100067138672,247.3300018310547,2219498,77.29979705810547,77.44999694824219,77.06330108642578,77.33499908447266,1782232,676.3599853515625,682.0,673.2999877929688,678.5700073242188,1600514,341.8999938964844,343.29998779296875,341.1000061035156,342.5299987792969,1018613,333.2799987792969,334.7900085449219,333.0,334.5899963378906,3134456
2026-09-16 14:30:00-04:00,247.3000030517578,247.77999877929688,244.3000030517578,244.67999267578125,5322985,77.33989715576172,77.3489990234375,76.38999938964844,76.47000122070312,4299605,678.5250244140625,684.8699951171875,671.9141845703125,673.1599731445312,3168750,342.5400085449219,342.7300109863281,337.45001220703125,338.25,1567323,334.6299133300781,334.69000244140625,330.70001220703125,331.6099853515625,4633250
2026-09-16 15:30:00-04:00,244.67999267578125,246.19000244140625,244.6300048828125,245.83999633789062,4470768,76.45999908447266,76.70500183105469,76.30999755859375,76.41999816894531,3643297,673.1400146484375,677.4299926757812,672.155029296875,673.3300170898438,1659674,338.25,340.5799865722656,337.9200134277344,339.3299865722656,1704195,331.6000061035156,332.5899963378906,331.4949951171875,332.5,3490005
2026-09-17 09:30:00-04:00,251.1300048828125,252.33999633789062,249.24000549316406,251.97000122070312,8840443,76.90499877929688,76.92310333251953,75.6500015258789,75.91500091552734,5452424,682.4400024414062,683.0700073242188,667.0499877929688,672.0001220703125,3795985,344.9100036621094,345.9649963378906,340.5,342.989990234375,2942425,334.7550048828125,335.5799865722656,330.1936950683594,333.44500732421875,7061499
2026-09-17 10:30:00-04:00,252.0050048828125,252.72999572753906,251.22000122070312,251.58999633789062,3326395,75.91000366210938,76.08999633789062,75.37000274658203,75.72000122070312,3807508,672.0,675.989990234375,671.5841064453125,674.280029296875,1593749,342.9700012207031,344.9700012207031,341.6600036621094,343.9750061035156,1335293,333.4700012207031,333.8500061035156,332.010009765625,333.1400146484375,3304656
2026-09-17 11:30:00-04:00,251.58999633789062,252.4600067138672,250.9199981689453,251.2949981689453,2349227,75.72000122070312,75.86000061035156,75.5999984741211,75.69000244140625,2243885,674.3699951171875,679.5,673.8973999023438,679.3599853515625,1542488,344.0,344.25,341.1700134277344,341.6700134277344,1929527,333.1300048828125,336.3999938964844,332.8699951171875,336.0899963378906,3776289
2026-09-17 12:30:00-04:00,251.2899932861328,251.8800048828125,250.8323974609375,251.27000427246094,1514047,75.68000030517578,75.79000091552734,75.53099822998047,75.57499694824219,2197466,679.2650146484375,679.75,677.0499877929688,678.0449829101562,974076,341.6600036621094,342.42999267578125,341.2701110839844,341.45001220703125,862879,336.0299987792969,336.4700012207031,335.260009765625,335.4649963378906,2028488
