Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-28 14:30:00+00:00,349.37701416015625,349.8999938964844,347.6300048828125,348.46978759765625,2416639,672.75,672.75,665.625,667.4149780273438,1716806,271.2799987792969,271.8299865722656,270.2900085449219,270.32501220703125,5340855,259.9800109863281,260.7099914550781,259.0799865722656,259.5400085449219,6454938,90.84500122070312,91.04000091552734,90.41000366210938,90.55000305175781,3565418
2026-04-28 15:30:00+00:00,348.44000244140625,348.6300048828125,346.0201110839844,346.94500732421875,1510130,667.4099731445312,669.8599853515625,666.3001098632812,669.3381958007812,1049487,270.32501220703125,270.56500244140625,269.331298828125,269.5159912109375,2719213,259.5400085449219,260.5299987792969,259.19000244140625,260.1600036621094,4374707,90.55000305175781,90.69999694824219,90.3905029296875,90.5250015258789,2174104
2026-04-28 16:30:00+00:00,346.94000244140625,347.49859619140625,346.010009765625,346.6099853515625,1327894,669.2899780273438,670.6199951171875,668.219970703125,670.2200927734375,544970,269.4949951171875,270.1300048828125,269.440185546875,269.8699951171875,1855230,260.1600036621094,260.25,257.8699951171875,258.0,3651187,90.5250015258789,90.95999908447266,90.31999969482422,90.94750213623047,2325938
2026-04-28 17:30:00+00:00,346.6000061035156,347.75,346.510009765625,347.6099853515625,1088587,670.260009765625,671.8300170898438,668.5850219726562,671.7479858398438,667479,269.8699951171875,270.9150085449219,269.7900085449219,270.5,2765318,258.0299987792969,259.79998779296875,258.0150146484375,259.69000244140625,3728613,90.94419860839844,91.55999755859375,90.75,91.55999755859375,4270969
2026-04-28 18:30:00+00:00,347.6050109863281,348.239990234375,347.1449890136719,347.67498779296875,1319963,671.760009765625,672.7899780273438,669.530029296875,670.5,1002250,270.5,270.6300048828125,269.8900146484375,270.2250061035156,2300165,259.69000244140625,259.79998779296875,258.8599853515625,259.5400085449219,2968175,91.55500030517578,92.2699966430664,91.52999877929688,92.20989990234375,3203296
2026-04-28 19:30:00+00:00,347.69000244140625,348.6000061035156,347.07000732421875,347.510009765625,1646747,670.5200805664062,671.5800170898438,669.2999877929688,671.22998046875,883769,270.2300109863281,270.94500732421875,269.9949951171875,270.760009765625,3115541,259.54998779296875,259.8800048828125,259.25,259.7699890136719,4391909,92.20500183105469,92.33999633789062,91.95999908447266,92.30500030517578,4871273
2026-04-29 13:30:00+00:00,342.7449951171875,351.4200134277344,342.69000244140625,351.3299865722656,4122794,668.9099731445312,673.219970703125,663.8084106445312,671.969970703125,2679764,267.8598937988281,270.3117980957031,267.20001220703125,269.3999938964844,5646330,257.94000244140625,265.7699890136719,257.70001220703125,265.4825134277344,14905914,91.2249984741211,92.16000366210938,90.86000061035156,92.0199966430664,6066054
2026-04-29 14:30:00+00:00,351.3599853515625,353.3900146484375,349.010009765625,349.4599914550781,2998696,671.8699951171875,673.9400024414062,668.6799926757812,671.7849731445312,1496991,269.4100036621094,269.92999267578125,268.7300109863281,268.8399963378906,2444917,265.510009765625,265.9100036621094,263.2099914550781,263.94000244140625,8226435,92.01000213623047,92.8550033569336,91.93009948730469,92.52140045166016,3337039
2026-04-29 15:30:00+00:00,349.5199890136719,350.4599914550781,347.0,347.1260070800781,1383919,671.7849731445312,672.219970703125,667.8699951171875,669.1199951171875,1301162,268.8244934082031,270.1466064453125,268.20001220703125,269.82501220703125,2865276,263.95001220703125,264.75,261.260009765625,261.30999755859375,6918583,92.5250015258789,92.57499694824219,91.81999969482422,92.14510345458984,2234205
2026-04-29 16:30:00+00:00,347.1050109863281,347.3800048828125,345.5899963378906,347.2619934082031,1344689,669.1099853515625,671.0549926757812,666.5900268554688,670.6699829101562,1112716,269.8299865722656,271.0400085449219,269.75,270.20001220703125,2163618,261.2900085449219,262.6650085449219,260.2016906738281,262.0899963378906,4944289,92.1449966430664,92.33999633789062,91.95999908447266,92.23999786376953,1656775
2026-04-29 17:30:00+00:00,347.2799987792969,348.1000061035156,346.3800048828125,347.2099914550781,1232660,670.760009765625,672.6599731445312,669.0,670.655029296875,1212237,270.2099914550781,270.5899963378906,269.6400146484375,269.739990234375,1643753,262.0899963378906,263.7650146484375,262.0199890136719,263.44000244140625,4773162,92.23999786376953,92.51000213623047,92.05999755859375,92.13500213623047,1796610
2026-04-29 18:30:00+00:00,347.19500732421875,349.510009765625,346.80999755859375,349.0,1783480,670.6500244140625,674.25,670.3800048828125,673.4000244140625,1922070,269.7349853515625,270.44500732421875,269.3699951171875,270.2799987792969,1887172,263.45001220703125,264.010009765625,262.57000732421875,262.6000061035156,5807488,92.13999938964844,92.41000366210938,92.03500366210938,92.26499938964844,2572237
2026-04-29 19:30:00+00:00,349.0,349.1199951171875,346.80999755859375,347.8699951171875,2321261,673.3099975585938,673.5399780273438,667.8499755859375,669.9099731445312,2271471,270.2699890136719,270.3599853515625,269.6099853515625,270.19000244140625,3051798,262.5899963378906,263.29998779296875,262.0299987792969,263.29998779296875,7078032,92.26499938964844,92.41999816894531,92.03500366210938,92.16000366210938,4399567
2026-04-30 13:30:00+00:00,371.2550048828125,374.22100830078125,363.760009765625,366.20001220703125,13167114,613.739990234375,613.89990234375,600.0,602.2899169921875,19669222,270.5,272.20001220703125,268.1400146484375,271.91900634765625,9777419,270.625,270.625,257.45001220703125,259.04998779296875,32151462,91.33999633789062,92.7300033569336,90.7699966430664,92.69000244140625,9151134
2026-04-30 14:30:00+00:00,366.1199951171875,375.1499938964844,363.0899963378906,372.69940185546875,5960726,602.2100219726562,609.5700073242188,601.0,606.4400024414062,6141711,272.0,272.20001220703125,270.7300109863281,271.5199890136719,4122597,259.0,260.2699890136719,257.4849853515625,258.2099914550781,13223775,92.69499969482422,93.26000213623047,92.30999755859375,93.02999877929688,4772051
2026-04-30 15:30:00+00:00,372.70001220703125,374.8399963378906,370.0450134277344,373.2099914550781,4328728,606.4500122070312,612.0,606.0,608.8101196289062,5146156,271.5249938964844,273.09991455078125,271.17999267578125,273.05999755859375,4223495,258.55999755859375,259.6799011230469,256.1600036621094,259.135009765625,8002639,93.03500366210938,93.48999786376953,92.94000244140625,93.32499694824219,3106521
2026-04-30 16:30:00+00:00,373.2300109863281,380.8299865722656,373.20001220703125,380.6400146484375,4112998,608.8099975585938,610.3399047851562,605.5524291992188,607.5449829101562,3647259,273.0799865722656,273.760009765625,271.67999267578125,272.7850036621094,4453968,259.135009765625,260.59991455078125,257.8399963378906,259.9299011230469,5677715,93.31999969482422,93.47000122070312,93.0,93.375,2365085
2026-04-30 17:30:00+00:00,380.8800048828125,382.32000732421875,379.57000732421875,381.2200012207031,3665888,608.1099853515625,618.4000244140625,607.6300048828125,616.0700073242188,4437703,273.1099853515625,274.20001220703125,272.79998779296875,273.6000061035156,4048095,259.8399963378906,262.6400146484375,259.55999755859375,262.39990234375,8647342,93.37989807128906,94.05000305175781,93.33000183105469,93.7750015258789,3142229
2026-04-30 18:30:00+00:00,381.3500061035156,381.5,377.8900146484375,378.3900146484375,3085708,616.0700073242188,618.0900268554688,614.470703125,617.0800170898438,3830102,273.5799865722656,274.489990234375,272.82000732421875,274.489990234375,4534270,262.3599853515625,266.010009765625,262.29998779296875,265.6000061035156,9655012,93.7750015258789,94.16000366210938,93.75,94.03250122070312,2837037
2026-04-30 19:30:00+00:00,378.3900146484375,382.6300048828125,377.70001220703125,382.0,4003154,617.0700073242188,619.9199829101562,611.2000122070312,611.4000244140625,4472294,274.4700012207031,275.94000244140625,270.3399963378906,271.3599853515625,14238265,265.5899963378906,266.489990234375,264.5199890136719,265.0299987792969,9234383,94.03500366210938,94.22000122070312,93.55000305175781,93.55000305175781,4209011
2026-05-01 13:30:00+00:00,378.07000732421875,381.9800109863281,375.2699890136719,380.3599853515625,12467047,614.6900024414062,618.8400268554688,610.2100219726562,611.3099975585938,4256277,281.3999938964844,287.2099914550781,278.3699951171875,286.2550048828125,27018703,265.42999267578125,273.31500244140625,262.783203125,272.1700134277344,13364314,94.47000122070312,94.69999694824219,93.61000061035156,93.6500015258789,4738717
